uniq_obs_int_id	sample_sdi	n	n_mmdbs	n_nr_mmdbs	cdds	sfs_ids	cdds_B	sfs_ids_B	single	self_lca	lca_level	lca_tax	lca_name	lca_depth
173450	(139635, 6)	6	3	1	Rubrerythrin	271450			0	1	no rank	882	Desulfovibrio vulgaris str. Hildenborough	11
173438	(136125, 2)	1	1	1	Troponin	250277	EFh	271644	1	1	species	9031	Gallus gallus	34
462796	(423199, 1)	2	1	1	Autotransporter	271907			0	1	species	520	Bordetella pertussis	9
310705	(447821, 1)	8	4	1	Glyco_transf_52	254517			0	1	no rank	491	Neisseria meningitidis serogroup B	10
594726	(575373, 4)	1	1	1	PsbL	145522	Photosystem-II_D2	271639	1	1	no rank	197221	Thermosynechococcus elongatus BP-1	9
173496	(87471, 4)	2	1	1	Peptidase_M27	250831			0	1	species	1513	Clostridium tetani	9
465843	(429812, 3)	6	3	1	Chorismate_bind	263998	GATase1_Anthranilate_Synthase	271410	0	1	species	482957	Burkholderia lata	10
173510	(131568, 1)	4	1	1	NAT_SF	271799			0	1	no rank	224308	Bacillus subtilis subsp. subtilis str. 168	12
207743	(194930, 3)	8	4	2	SIS_GlmS_GlmD_1	271480			0	0	genus	2260	Pyrococcus	8
173553	(241957, 2)	2	1	1	barnase	260265			0	1	species	1390	Bacillus amyloliquefaciens	10
173554	(276556, 1)	2	1	1	barnase	260265			0	1	species	1390	Bacillus amyloliquefaciens	10
181875	(131616, 1)	12	3	3	NTP-PPase_HisE,NTP-PPase_HisIE_like	271789			0	0	superkingdom	2	Bacteria	3
476727	(440276, 1)	6	3	2	Nitrilotriacetate_monoxgenase	271834			0	0	superkingdom	2	Bacteria	3
173613	(133678, 1)	2	1	1	M14_ASTE	271709			0	1	species	562	Escherichia coli	9
173663	(225610, 7)	2	1	1	LU	271705			0	1	species	9606	Homo sapiens	32
173661	(270381, 6)	2	1	1	LU	271705			0	1	species	9606	Homo sapiens	32
5785	(566762, 4)	1	1	1	Ets	261363	ANK	271589	1	1	species	10090	Mus musculus	32
173742	(133691, 1)	1	1	1	AP_endonuc_2	271877			1	1	no rank	208964	Pseudomonas aeruginosa PAO1	11
173743	(133692, 2)	1	1	1	AP_endonuc_2	271877			1	1	no rank	208964	Pseudomonas aeruginosa PAO1	11
173747	(136148, 1)	1	1	1	vWFA	271413	Ubiquitin	271428	1	1	species	9606	Homo sapiens	32
243953	(39195, 26)	2	2	2	Ubiquitin	271428	vWFA	271413	0	1	species	9606	Homo sapiens	32
302579	(427145, 2)	4	1	1	GAF	271935			0	1	species	9606	Homo sapiens	32
330402	(118747, 32)	6	5	2	Cdc42,Rac1_like	271875	DHR2_DOCK2,DHR2_DOCK9	262791	0	1	species	9606	Homo sapiens	32
28991	(54022, 2)	1	1	1	Ebola_HIV-1-like_HR1-HR2	261496			1	1	species	11676	Human immunodeficiency virus 1	8
651761	(686541, 1)	6	2	2	N-glycanase_C	255190	N-glycanase_N	255189	0	0	genus	816	Bacteroides	9
5796	(24929, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
244215	(142522, 1)	8	4	1	HHH_5	271758			0	1	species	9606	Homo sapiens	32
424529	(139807, 7)	26	5	5	NBD_sugar-kinase_HSP70_actin	271791			0	0	superkingdom	2	Bacteria	3
203795	(497158, 4)	1	1	1	YjeF_N	260350			1	1	species	10090	Mus musculus	32
174244	(243371, 7)	1	1	1	Rab4	271875	Rbsn	151903	1	1	species	9606	Homo sapiens	32
174245	(142058, 1)	1	1	1	Rbsn	151903	Rab4	271875	1	1	species	9606	Homo sapiens	32
174250	(136258, 1)	2	1	1	DUF1912	149865			0	1	no rank	160490	Streptococcus pyogenes M1 GAS	11
553332	(576140, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	no rank	300852	Thermus thermophilus HB8	10
180846	(327521, 2)	4	3	2	INT_IntI_C,INT_Lambda_C	271437			0	0	no rank	1	root	2
174396	(327521, 3)	2	2	1	INT_Lambda_C	271437			0	1	species	10710	Enterobacteria phage lambda	7
174405	(327515, 1)	4	2	1	Phage_integ_N	255139			0	1	species	10710	Enterobacteria phage lambda	7
174403	(327507, 2)	2	2	1	Phage_integ_N	255139			0	1	species	10710	Enterobacteria phage lambda	7
174401	(327511, 2)	2	1	1	Phage_integ_N	255139			0	1	species	10710	Enterobacteria phage lambda	7
174460	(274651, 2)	2	1	1	Disintegrin	263988			0	1	species	40353	Echis carinatus	32
174462	(150603, 1)	1	1	1	Plasmod_Pvs28	253638			1	1	species	5855	Plasmodium vivax	10
174463	(150608, 1)	1	1	1	Plasmod_Pvs28	253638			1	1	species	5855	Plasmodium vivax	10
174475	(167687, 3)	2	1	1	Sulfotransfer_1	271971			0	1	species	9606	Homo sapiens	32
553372	(576166, 2)	1	1	1	rpsN	260378	30S_S3_KH	271419	1	1	no rank	300852	Thermus thermophilus HB8	10
371272	(344276, 3)	2	1	1	TrmE_N	204472	trmE	271875	0	1	species	103690	Nostoc sp. PCC 7120	8
553378	(576170, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	no rank	300852	Thermus thermophilus HB8	10
203855	(195008, 1)	2	1	1	FIVAR	254285	GA	197912	0	1	species	1280	Staphylococcus aureus	9
390466	(308408, 1)	3	3	2	ArsC_Spx	271479	RNA_pol_A_CTD	251738	0	1	species	1423	Bacillus subtilis	10
390467	(679379, 9)	3	3	2	RNA_pol_A_CTD	251738	ArsC_Spx	271479	0	1	species	1423	Bacillus subtilis	10
174618	(143840, 2)	1	1	1	AMA-1	267838			1	1	no rank	36329	Plasmodium falciparum 3D7	11
174619	(143840, 3)	1	1	1	AMA-1	267838			1	1	no rank	36329	Plasmodium falciparum 3D7	11
431903	(280872, 3)	48	21	5	OYE_YqiM_FMN	271877			0	0	superkingdom	2	Bacteria	3
411709	(373462, 3)	26	7	3	OYE_YqiM_FMN	271877			0	0	phylum	1239	Firmicutes	4
174660	(139730, 1)	2	1	1	TOBE_2	271560	ABC_CysA_sulfate_importer	271875	0	1	species	405212	Alicyclobacillus acidocaldarius	9
174798	(176241, 1)	1	1	1	XLF	255274			1	1	species	4932	Saccharomyces cerevisiae	14
174799	(176242, 1)	1	1	1	XLF	255274			1	1	species	4932	Saccharomyces cerevisiae	14
174833	(139766, 2)	6	3	1	TopoIIB_Trans	261445			0	1	species	2286	Sulfolobus shibatae	9
553426	(576200, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	no rank	300852	Thermus thermophilus HB8	10
466059	(172822, 3)	6	2	1	AAA	271875			0	1	species	63363	Aquifex aeolicus	9
494067	(490593, 2)	4	4	2	UBCc	271427	IR1-M	152620	0	1	species	9606	Homo sapiens	32
174870	(139789, 1)	1	1	1	IR1-M	152620	UBCc	271427	1	1	species	9606	Homo sapiens	32
494069	(621575, 3)	9	9	3	UBCc	271427	RanGAP1_C	254460	0	1	species	9606	Homo sapiens	32
494070	(139788, 1)	9	9	3	RanGAP1_C	254460	UBCc	271427	0	1	species	9606	Homo sapiens	32
494072	(166252, 2)	4	4	2	Sumo	271428	UBCc	271427	0	1	species	9606	Homo sapiens	32
494073	(472036, 3)	4	4	2	Sumo	271428	IR1-M	152620	0	1	species	9606	Homo sapiens	32
174876	(139789, 2)	1	1	1	IR1-M	152620	Sumo	271428	1	1	species	9606	Homo sapiens	32
267695	(269437, 3)	1	1	1	PvlArgDC	260658			1	1	species	2190	Methanocaldococcus jannaschii	9
4376	(19910, 1)	1	1	1	Glyco_hydro_17	272126			1	1	species	4513	Hordeum vulgare	22
184589	(173171, 1)	1	1	1	ParD	150155			1	1	species	562	Escherichia coli	9
428674	(203469, 2)	10	4	4	PAC2	260656			0	0	order	2037	Actinomycetales	7
335245	(233827, 3)	6	3	3	NBD_sugar-kinase_HSP70_actin	271791			0	0	superkingdom	2	Bacteria	3
521413	(567248, 35)	2	1	1	UBL	271428			0	1	species	4932	Saccharomyces cerevisiae	14
181577	(144389, 1)	4	2	1	TenA	271767			0	0	species	1313	Streptococcus pneumoniae	9
474998	(440156, 1)	18	6	4	CE4_HpPgdA_like,CE4_PuuE_SpCDA1	271775			0	0	superkingdom	2	Bacteria	3
478530	(139850, 5)	11	2	2	Arna_like_SDR_e	271874			0	0	phylum	1224	Proteobacteria	4
175262	(139836, 5)	6	1	1	FMT_core_ArnA_N	260403	Arna_FMT_C	265452	0	1	species	562	Escherichia coli	9
175246	(139841, 2)	6	1	1	Arna_FMT_C	265452	FMT_core_ArnA_N	260403	0	1	species	562	Escherichia coli	9
515743	(645072, 8)	26	13	3	TPP_E1_OGDC_like	271566			0	0	superkingdom	2	Bacteria	3
175545	(225696, 3)	1	1	1	Pico_P1A	251169	rhv_like	265416	1	1	no rank	12069	Coxsackievirus A21	9
175569	(225696, 1)	2	1	1	Pico_P1A	251169			0	1	no rank	12069	Coxsackievirus A21	9
175642	(11036, 5)	2	1	1	ADK	271801			0	1	species	9606	Homo sapiens	32
175687	(570340, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
175694	(566454, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
175820	(586618, 15)	4	1	1	Alpha_E1_glycop	201874			0	1	species	11034	Sindbis virus	8
175795	(157742, 1)	1	1	1	Alpha_E1_glycop	201874	Alpha_E2_glycop	201519	1	1	species	11034	Sindbis virus	8
398026	(87498, 4)	19	4	4	Peptidase_S3	250247			0	0	genus	11019	Alphavirus	6
398016	(586658, 7)	17	4	4	Peptidase_S3	250247			0	0	genus	11019	Alphavirus	6
175803	(157744, 1)	1	1	1	Alpha_E1_glycop	201874	Alpha_E2_glycop	201519	1	1	species	11034	Sindbis virus	8
175804	(157745, 1)	1	1	1	Alpha_E2_glycop	201519	Alpha_E1_glycop	201874	1	1	species	11034	Sindbis virus	8
175805	(157746, 1)	1	1	1	Alpha_E1_glycop	201874	Alpha_E2_glycop	201519	1	1	species	11034	Sindbis virus	8
175806	(157747, 1)	1	1	1	Alpha_E2_glycop	201519	Alpha_E1_glycop	201874	1	1	species	11034	Sindbis virus	8
175807	(157748, 1)	1	1	1	Alpha_E1_glycop	201874	Alpha_E2_glycop	201519	1	1	species	11034	Sindbis virus	8
175808	(157749, 1)	1	1	1	Alpha_E2_glycop	201519	Alpha_E1_glycop	201874	1	1	species	11034	Sindbis virus	8
29302	(40973, 1)	1	1	1	CRIB_PAK_like	260199			1	1	species	9606	Homo sapiens	32
29303	(40978, 1)	1	1	1	CRIB_PAK_like	260199			1	1	species	9606	Homo sapiens	32
211578	(139862, 1)	3	3	2	Sushi	260152	IL2	250078	0	1	species	9606	Homo sapiens	32
175833	(138454, 2)	4	1	1	SRPBCC_CalC_Aha1-like_2	271753			0	1	no rank	243365	Chromobacterium violaceum ATCC 12472	11
175829	(138454, 3)	4	1	1	SRPBCC_CalC_Aha1-like_2	271753			0	1	no rank	243365	Chromobacterium violaceum ATCC 12472	11
553603	(576321, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	no rank	300852	Thermus thermophilus HB8	10
647116	(689543, 2)	1	1	1	CAF1C_H4-bd	256943	H2A	271415	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
390954	(21686, 2)	8	2	2	Motile_Sperm	250017			0	0	superorder	314146	Euarchontoglires	23
175920	(142166, 3)	4	1	1	Motile_Sperm	250017			0	1	species	10116	Rattus norvegicus	31
529601	(494151, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
175972	(139892, 1)	2	1	1	OTCace	271874	OTCace_N	251498	0	1	species	562	Escherichia coli	9
175987	(139898, 1)	2	1	1	OTCace	271874	OTCace_N	251498	0	1	species	562	Escherichia coli	9
385575	(374269, 8)	8	4	1	Esterase_lipase	271914			0	1	species	1773	Mycobacterium tuberculosis	12
486781	(43690, 5)	7	5	3	TNFR	271744	Ig,IgV_H,IgV_L_lambda	271729	0	1	species	9606	Homo sapiens	32
195942	(327829, 1)	10	3	1	Phi-29_GP16_7	115382			0	1	species	10756	Bacillus phage phi29	8
254511	(21889, 2)	3	2	2	ADK	271801			0	0	no rank	131567	cellular organisms	2
466279	(423325, 6)	11	1	1	PUA	260527			0	1	species	9606	Homo sapiens	32
176237	(142176, 1)	3	3	1	Ribosomal_L10	260390	Ribosomal_L7_L12	260383	0	1	species	2336	Thermotoga maritima	9
176206	(142179, 2)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176239	(142194, 2)	3	3	1	Ribosomal_L10	260390	Ribosomal_L7_L12	260383	0	1	species	2336	Thermotoga maritima	9
176208	(142178, 3)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176241	(142176, 3)	2	2	1	Ribosomal_L10	260390	Ribosomal_L7_L12	260383	0	1	species	2336	Thermotoga maritima	9
176210	(142180, 3)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176212	(142181, 3)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176213	(142178, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176214	(142179, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176215	(142178, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176216	(142181, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176217	(142180, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176218	(142181, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176219	(142180, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176220	(142183, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176221	(142182, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176222	(142183, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176224	(142188, 2)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176226	(142187, 3)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176227	(142187, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176228	(142188, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176230	(142190, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176231	(142189, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176232	(142190, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176233	(142189, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176234	(142192, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176235	(142191, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176236	(142192, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176238	(142197, 2)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176240	(142196, 3)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176242	(142198, 3)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176244	(142199, 3)	1	1	1	Ribosomal_L7_L12	260383	Ribosomal_L10	260390	1	1	species	2336	Thermotoga maritima	9
176245	(142196, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176246	(142197, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176247	(142196, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176248	(142199, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176249	(142198, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176250	(142199, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176251	(142198, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176252	(142201, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176253	(142200, 1)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176254	(142201, 2)	1	1	1	Ribosomal_L7_L12	260383			1	1	species	2336	Thermotoga maritima	9
176264	(310354, 7)	2	1	1	Peptidase_M27	250831			0	1	species	1491	Clostridium botulinum	9
176278	(139957, 3)	1	1	1	VP4_2	204100	rhv_like	265416	1	1	species	12110	Foot-and-mouth disease virus	8
176300	(139957, 1)	2	1	1	VP4_2	204100			0	1	species	12110	Foot-and-mouth disease virus	8
29391	(54254, 1)	1	1	1	ZipA	271738			1	1	species	562	Escherichia coli	9
29392	(54254, 2)	1	1	1	ZipA	271738			1	1	species	562	Escherichia coli	9
315833	(83835, 64)	2	2	2	ABC_ATPase,Rab27A	271875	FYVE_2	271819	0	0	subfamily	39107	Murinae	29
176381	(225748, 1)	1	1	1	FYVE_2	271819	ABC_ATPase	271875	1	1	species	10116	Rattus norvegicus	31
176387	(139961, 3)	1	1	1	VP4_2	204100	rhv_like	265416	1	1	species	12110	Foot-and-mouth disease virus	8
176408	(139961, 2)	2	1	1	VP4_2	204100			0	1	species	12110	Foot-and-mouth disease virus	8
176409	(139961, 1)	2	1	1	VP4_2	204100			0	1	species	12110	Foot-and-mouth disease virus	8
176422	(566636, 2)	4	1	1	ERI-1_3&apos;hExo_like	271686			0	1	species	9606	Homo sapiens	32
176424	(300800, 1)	2	1	1	ERI-1_3&apos;hExo_like	271686	SAP	261387	0	1	species	9606	Homo sapiens	32
176420	(566634, 1)	2	1	1	SAP	261387	ERI-1_3&apos;hExo_like	271686	0	1	species	9606	Homo sapiens	32
176455	(136510, 1)	2	1	1	LON	271862			0	1	no rank	257311	Bordetella parapertussis 12822	10
199601	(190561, 2)	4	2	2	COG2957,PAD_porph	271841			0	0	superkingdom	2	Bacteria	3
179734	(140533, 1)	4	2	2	NBD_sugar-kinase_HSP70_actin	271791			0	0	order	171549	Bacteroidales	7
309821	(457980, 3)	1	1	1	Nepo_coat_N	202725	Nepo_coat	251920	1	1	species	12274	Grapevine fanleaf virus	10
177306	(225760, 1)	2	2	2	BAH_Orc1p_Yeast	261368	Sir1	152039	0	1	species	4932	Saccharomyces cerevisiae	14
177307	(140025, 1)	2	2	2	Sir1	152039	BAH_Orc1p_Yeast	261368	0	1	species	4932	Saccharomyces cerevisiae	14
116796	(241067, 1)	2	1	1	Rop	145136			0	1	species	562	Escherichia coli	9
176504	(136566, 2)	4	1	1	GDPD_AtGDE_like	271751			0	1	no rank	176299	Agrobacterium fabrum str. C58	12
176506	(270966, 3)	6	1	1	GDPD_AtGDE_like	271751			0	1	no rank	176299	Agrobacterium fabrum str. C58	12
176514	(136566, 3)	6	1	1	GDPD_AtGDE_like	271751			0	1	no rank	176299	Agrobacterium fabrum str. C58	12
466329	(412104, 1)	4	2	2	MinD	271875			0	1	no rank	83333	Escherichia coli K-12	10
564537	(550890, 1)	1	1	1	Mu-transpos_C	255273	HTH_Tnp_Mu_1	111230	1	1	species	10677	Enterobacteria phage Mu	7
303858	(412237, 2)	4	1	1	PHA01511	267895			0	1	species	10754	Enterobacteria phage P22	7
627137	(413493, 1)	8	4	1	UPF0075	262057			0	1	species	287	Pseudomonas aeruginosa	10
641134	(673854, 2)	10	5	2	Cypo_polyhedrin	80125			0	0	no rank	1	root	2
336739	(268307, 1)	2	2	2	PapC_N	258209	PapD_N	272136	0	0	species	562	Escherichia coli	9
641155	(664380, 1)	1	1	1	prostaglandin_endoperoxide_synthase	265428			1	1	species	10090	Mus musculus	32
249039	(136630, 1)	4	2	1	DUF1864	272141			0	1	no rank	211586	Shewanella oneidensis MR-1	10
641156	(664385, 1)	1	1	1	prostaglandin_endoperoxide_synthase	265428			1	1	species	10090	Mus musculus	32
176927	(23965, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
176928	(23966, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
176930	(25775, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
176931	(25776, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
176933	(27097, 1)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176934	(27101, 1)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176935	(27097, 2)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176936	(27098, 1)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176938	(27101, 3)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176939	(27099, 1)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176940	(27100, 1)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176941	(27100, 2)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176942	(27102, 1)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176943	(27101, 2)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
176944	(27102, 2)	1	1	1	IlGF_insulin_like	261293			1	1	species	9823	Sus scrofa	28
512181	(670585, 1)	1	1	1	LHC	249956			1	1	species	1050	Thermochromatium tepidum	9
177122	(148143, 1)	1	1	1	IgC_TCR_alpha	271729	IgC_TCR_beta		1	1	species	9606	Homo sapiens	32
177124	(148154, 107)	1	1	1	IgC_TCR_alpha	271729	IgC_TCR_beta		1	1	species	9606	Homo sapiens	32
177125	(148158, 19)	1	1	1	IgC_TCR_beta	271729	IgC_TCR_alpha		1	1	species	9606	Homo sapiens	32
177139	(444389, 87)	1	1	1	IgV_TCR_beta	271729	MHC_II_beta	261560	1	1	species	9606	Homo sapiens	32
177231	(173096, 1)	1	1	1	microbial_RNases	260265			1	1	species	1894	Streptomyces aureofaciens	11
177232	(173097, 1)	1	1	1	microbial_RNases	260265			1	1	species	1894	Streptomyces aureofaciens	11
177240	(137526, 4)	2	1	1	HCV_NS5a_1a	254716			0	1	species	11103	Hepatitis C virus	7
177242	(669014, 3)	2	1	1	HCV_NS5a_1b	149382	HCV_NS5a_1a	254716	0	1	species	11103	Hepatitis C virus	7
228642	(178128, 1)	3	2	1	PBP1_LuxPQ_Quorum_Sensing	271685	LuxQ-periplasm	255277	0	1	species	669	Vibrio harveyi	10
228641	(178134, 3)	3	2	1	LuxQ-periplasm	255277	PBP1_LuxPQ_Quorum_Sensing	271685	0	1	species	669	Vibrio harveyi	10
177338	(140030, 1)	8	2	1	MVL	256876			0	1	species	44822	Microcystis viridis	8
29559	(48643, 1)	1	1	1	Rop	145136			1	1	species	562	Escherichia coli	9
29561	(48648, 1)	1	1	1	Rop	145136			1	1	species	562	Escherichia coli	9
29562	(48649, 1)	1	1	1	Rop	145136			1	1	species	562	Escherichia coli	9
512193	(670591, 1)	1	1	1	LHC	249956			1	1	species	1050	Thermochromatium tepidum	9
177676	(140115, 1)	2	1	1	WHG	257642			0	1	no rank	226900	Bacillus cereus ATCC 14579	11
177680	(138521, 1)	2	1	1	IPT_NFkappaB	265755			0	1	species	10090	Mus musculus	32
177683	(140118, 1)	2	1	1	DUF2443	118919			0	1	no rank	85962	Helicobacter pylori 26695	11
177703	(140124, 7)	3	1	1	ALDH-SF	264488	SET	261347	0	1	species	9606	Homo sapiens	32
177704	(140127, 11)	3	1	1	SET	261347	ALDH-SF	264488	0	1	species	9606	Homo sapiens	32
177741	(140147, 1)	2	1	1	ElaC	271486			0	1	no rank	198094	Bacillus anthracis str. Ames	11
629781	(641811, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
512205	(670599, 1)	1	1	1	LHC	249956			1	1	species	1050	Thermochromatium tepidum	9
471136	(403105, 2)	4	1	1	Glo_EDI_BRP_like_18	271752			0	1	no rank	521098	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	11
231414	(175670, 2)	10	2	1	P_lamban	200091			0	1	species	9606	Homo sapiens	32
231406	(144059, 1)	10	2	1	P_lamban	200091			0	1	species	9606	Homo sapiens	32
178024	(165475, 4)	1	1	1	Glyco_hydrolase_16	260271			1	1	species	833	Fibrobacter succinogenes	10
466575	(429198, 1)	4	1	1	M20_ACY1L2_like	271761			0	1	no rank	158879	Staphylococcus aureus subsp. aureus N315	11
75761	(75086, 2)	1	1	1	ICAT	148158	ARM	272164	1	1	species	9606	Homo sapiens	32
470219	(140197, 1)	4	3	2	Glycosyltransferase_GTB_type	271687	Pyr_redox_dim	251571	0	1	species	9606	Homo sapiens	32
470213	(270748, 4)	4	3	2	Pyr_redox_dim	251571	Glycosyltransferase_GTB_type	271687	0	1	species	9606	Homo sapiens	32
178130	(225847, 1)	1	1	1	ZIP_Put3	272841			1	1	species	4932	Saccharomyces cerevisiae	14
178131	(225848, 1)	1	1	1	ZIP_Put3	272841			1	1	species	4932	Saccharomyces cerevisiae	14
178139	(144104, 1)	1	1	1	Defensin_1	249768			1	1	species	9606	Homo sapiens	32
178140	(144105, 1)	1	1	1	Defensin_1	249768			1	1	species	9606	Homo sapiens	32
647130	(694407, 4)	4	1	1	Linocin_M18	271976			0	1	no rank	246197	Myxococcus xanthus DK 1622	12
178143	(144108, 1)	1	1	1	Defensin_1	249768			1	1	species	9606	Homo sapiens	32
178144	(144109, 1)	1	1	1	Defensin_1	249768			1	1	species	9606	Homo sapiens	32
178148	(144112, 1)	1	1	1	Defensin_1	249768			1	1	species	9606	Homo sapiens	32
178149	(144113, 1)	1	1	1	Defensin_1	249768			1	1	species	9606	Homo sapiens	32
178245	(20195, 1)	1	1	1	IlGF_like	261293	IlGF_insulin_like		1	1	species	9823	Sus scrofa	28
178246	(20196, 1)	1	1	1	IlGF_insulin_like	261293	IlGF_like		1	1	species	9823	Sus scrofa	28
